Provider_N,Location,County,Address,City,State,Zip,MailingAdd,MailingCit,MailingSta,MailingZip,Email,Phone,LicenseCap,Operation_,Operatio_1,Hours_Open,Hours_Clos,Infant_0_T,Toddler_13,Preschool_,Pre_K_Serv,School_Age,Ages_Other,Accepts_Ch,Has_Evenin,Has_Drop_I,Has_School,Has_Transp,Has_Tran_1,Has_Cacfp,Accreditat,Program_Ty,Provider_T,Exemption_,Available_,Funded_Pre,QR_Partici,QR_Rated,QR_Rating,Region,addrstatus,addrtype,addrlocat
LSS-1033,Alpharetta Elementary,Fulton,192 Mayfield Rd,Alpharetta,GA,"30004",192 Mayfield Road,Alpharetta,GA,"30009",stamperk@fultonschools.org,(470) 254-7015,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.0817673,-84.3015617"
LSS-1551,Alps Road Elementary,Clarke,200 Alps Rd.,Athens,GA,30606-4058,205 Alps Rd.,Athens,GA,"30606",nobless@clarke.k12.ga.us,(706) 548-2261,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NE,OK,ROOFTOP,"33.94399,-83.40545499999999"
LSS-1629,Altamaha Elementary School,Appling,344 Altamaha School Rd.,Baxley,GA,31513-9004,344 Altamaha School Rd.,Baxley,GA,31513-9004,rhonda.hollis@appling.k12.ga.us,(912) 367-3713,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SE,OK,ROOFTOP,"31.8761862,-82.36178819999999"
LSS-1009,Alto Park Elementary,Floyd,528 Burnett Ferry Rd.  SW,Rome,GA,30165-3655,528 Burnett Ferry Rd.  SW,Rome,GA,30165-3655,shenderson@floydboe.net,(706) 236-1892,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.2600037,-85.23412379999999"
CCLC-48389,Always Kids Child Care Center,Cobb,1386 Anderson Mill Road,Austell,GA,"30106",2023 Blossom Hill Dr.,Roswell,GA,"30076",alwayskidsinfo@gmail.com,(770) 745-9474,"97",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.8482696,-84.59626870000001"
CCLC-37572,Amazing Angels Childcare Learning Center,Richmond,3374 Milledgeville Road,Augusta,GA,"30909",3374 Milledgeville Road,Augusta,GA,"30909",amazingangels1455@yahoo.com,(762) 333-4172,"49",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,05:00:00,23:59:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",CE,OK,ROOFTOP,"33.4469726,-82.06137749999999"
CCLC-46380,Amazing Hearts Child Development Center,Columbia,6467 Nature's Way,Appling,GA,"30802",6467 Nature's Way,Appling,GA,"30802",amazinghearts@yahoo.com,(706) 760-0004,"86",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CE,OK,ROOFTOP,"33.4974667,-82.3115693"
CCLC-33736,Amazing Kingdom Christian Academy II,DeKalb,5411 Covington Highway,Decatur,GA,"30035",5411 Covington Highway,Decatur,GA,"30035",amazingkingdom9@gmail.com,(770) 322-8500,"101",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",CE,OK,ROOFTOP,"33.7303161,-84.1936614"
LSS-1156,Ambrose Elementary School,Coffee,3753 Vickers Crossing Rd,Ambrose,GA,"31512",3753 Vickers Crossing Rd,Ambrose,GA,"31512",mary.vickers@coffee.k12.ga.us,(912) 359-5500,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SE,OK,ROOFTOP,"31.5960974,-83.0072349"
CCLC-743,American Learning Centers,Gwinnett,5598 Singleton Road,Norcross,GA,"30093",5598 Singleton Road,Norcross,GA,"30093",sikri01@bellsouth.net,(770) 925-3181,"197",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"154","154",TRUE,TRUE,"1",NE,OK,ROOFTOP,"33.9080364,-84.1822787"
CCLC-935,An Apple a Day Early Learning Center,Gwinnett,3152 Creek Dr.,Duluth,GA,"30096",3152 Creek Dr.,Duluth,GA,"30096",anappleadayelc@gmail.com,(770) 476-5481,"200",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:15:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"1",NE,OK,ROOFTOP,"33.9849237,-84.1527057"
LSS-1564,Anderson Elementary,Clayton,4199 Old Rock Cut Rd.,Conley,GA,30288-2099,4199 Old Rock Cut Rd.,Conley,GA,30288-2099,stephanie.graffree@clayton.k12.ga.us,(770) 473-3269,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.6405123,-84.33340419999999"
CCLC-266,Andrew & Walter Young Family YMCA Preschool,Fulton,2220 Campbellton Rd.,Atlanta,GA,"30311",2220 Campbellton Rd.,Atlanta,GA,"30311",murryp@ecdcllc.org,(404) 581-4963,"327",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NAEYC,Child Care Learning Center,CCLC,NA,"110","110",TRUE,TRUE,"2",NW,OK,ROOFTOP,"33.7044344,-84.4616483"
CCLC-22777,Angel Learning Center,Bryan,465 Harris Trail,Richmond Hill,GA,"31324",465 Harris Trail,Richmond Hill,GA,"31324",richmondhillpals@comcast.net,(912) 756-7257,"310",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,SE,OK,ROOFTOP,"31.928224,-81.3221757"
CCLC-27356,Angels Academy,Fulton,5845 Campbellton Rd. SW,Atlanta,GA,"30331",5845 Campbellton Rd. SW,Atlanta,GA,"30331",carolync@angelsacademies.com,(404) 344-2444,"197",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,GAC,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",NW,OK,ROOFTOP,"33.7001435,-84.5807085"
CCLC-1619,Angel's Paradise Academy,Fulton,595 Joseph Lowery Blvd.,Atlanta,GA,"30310",P.O. Box 50603,Atlanta,GA,"30302",ceo_angelsparadise@yahoo.com,(404) 755-8493,"152",JAN FEB MAR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,00:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",NW,OK,ROOFTOP,"33.7388176,-84.41796409999999"
LSS-38591,Anna K. Davie Elementary,Floyd,24 East Main Street,Rome,GA,"30161",24 East Main Street,Rome,GA,"30161",fjackson@rcs.rome.ga.us,(706) 236-4913,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.241224,-85.1806663"
LSS-422,Anne Street Elementary,Spalding,802 Anne Street,Griffin,GA,"30223",802 Anne Street,Griffin,GA,"30223",pearla.hodo@gscs.org,(770) 229-3746,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"33.2378099,-84.27739419999999"
LSS-49888,Annie Belle Clark Elementary,Tift,1464 Carpenter Rd.,Tifton,GA,"31794",1464 Carpenter Rd.,Tifton,GA,"31794",smorrow@tiftschools.com,(229) 387-2410,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"42","42",FALSE,FALSE,NA,SW,OK,ROOFTOP,"31.4665154,-83.5485279"
CCLC-28976,Another Adventure Day Care,Chatham,8805 White Bluff Rd.,Savannah,GA,"31406",8805 White Bluff Rd.,Savannah,GA,"31406",anotheradventuredaycare@outlook.com,(912) 927-4313,"275",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",SE,OK,ROOFTOP,"31.9969757,-81.1245577"
CCLC-3,Antioch A.M.E. Childcare and Development Center,DeKalb,4730 Elam Rd.,Stone Mountain,GA,"30083",4730 Elam Rd.,Stone Mountain,GA,"30083",RUDINEFREEMAN2@HOTMAIL.COM,(404) 299-5521,"85",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",CE,OK,ROOFTOP,"33.7775953,-84.197285"
LSS-249,Antioch Elementary School,Whitfield,1819 Riverbend Rd.,Dalton,GA,30721-5979,1819 Riverbend Rd.,Dalton,GA,30721-5979,tracie.dempsey@wcsga.net,(706) 278-7550,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"42","42",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.7410552,-84.934043"
CCLC-1621,Apostles Lutheran Day School,Fulton,6025 Glenridge Drive NE  Bldg. C,Atlanta,GA,"30328",6025 Glenridge Drive NE  Bldg. C,Atlanta,GA,"30328",paige@apostleslearning.com,(404) 256-3091,"176",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",NW,OK,ROOFTOP,"33.91986,-84.363865"
CCLC-35299,Apple Tree Prep,Clarke,810 Olympic Drive,Athens,GA,"30601",810 Olympic Drive,Athens,GA,"30601",amanda@appletreeprep.com,(706) 546-9446,"176",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",NE,OK,ROOFTOP,"33.9711439,-83.33593739999999"
CCLC-2012,Applebrook Country Day School,Catoosa,5608 Reeds Bridge Road,Ringgold,GA,"30736",5608 Reeds Bridge Road,Ringgold,GA,"30736",jenny@applebrook.org,(706) 866-3900,"157",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",NE,OK,ROOFTOP,"34.9287526,-85.2113813"
CCLC-18199,AppleGate Academy & Preschool,Clayton,3050 Mt. Zion Rd.,Stockbridge,GA,"30281",3050 Mt. Zion Rd.,Stockbridge,GA,"30281",applegateacademy@comcast.net,(678) 565-7311,"125",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,GAC,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",CW,OK,ROOFTOP,"33.5545193,-84.2909525"
CCLC-30911,AppleGate Academy & Preschool (Jonesboro),Clayton,9610 Deer Crossing Drive,Jonesboro,GA,"30236",9610 Deer Crossing Drive,Jonesboro,GA,"30236",applegateacademy@comcast.net,(770) 629-5876,"203",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR SA,06:00:00,22:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,GAC,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",CW,OK,ROOFTOP,"33.493769,-84.3367032"
CCLC-21664,Appletree - ABC Preschool,Fulton,4665 Webb Bridge Road,Alpharetta,GA,"30005",4665 Webb Bridge Road,Alpharetta,GA,"30005",gailmorrill@appletree-abc.com,(770) 343-8680,"179",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"2",NW,OK,ROOFTOP,"34.0636863,-84.2233512"
CCLC-1623,Appletree Academy #1,Columbia,501 The Pass,Martinez,GA,"30907",501 The Pass,Martinez,GA,"30907",bjhj136315@aol.com,(706) 868-6060,"152",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",CE,OK,ROOFTOP,"33.5353998,-82.08080149999999"
CCLC-1624,Appletree Academy II,Columbia,1047 Fury's Ferry Road,Evans,GA,"30809",1047 Fury's Ferry Road,Evans,GA,"30809",appletreeacademyii@att.net,(706) 868-6061,"186",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CE,OK,ROOFTOP,"33.5698035,-82.1151265"
CCLC-26018,Appletree Academy II,DeKalb,751 N. Indian Creek Dr.,Clarkston,GA,"30021",751 N. Indian Creek Dr.,Clarkston,GA,"30021",mrscas03@yahoo.com,(404) 508-9410,"136",JAN FEB MAR APR MAY JUN JUL AUG SEP NOV DEC,MO TU WE TH FR,06:00:00,20:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"88","88",TRUE,FALSE,NA,CE,OK,ROOFTOP,"33.79778599999999,-84.23495199999999"
CCLC-1625,Appletree Academy III,Columbia,460 Fury's Ferry Road,Martinez,GA,"30907",460 Fury's Ferry Road,Martinez,GA,"30907",erlenegraham@msn.com,(706) 650-2003,"166",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CE,OK,ROOFTOP,"33.5316088,-82.077951"
CCLC-1626,Appletree Learning Center and Academy,DeKalb,4700 East Ponce De Leon Avenue,Stone Mountain,GA,"30083",4700 East Ponce De Leon Avenue,Stone Mountain,GA,"30083",dettif@yahoo.com,(770) 493-4176,"80",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO WE TH FR,06:00:00,20:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CE,OK,ROOFTOP,"33.8190674,-84.2245847"
CCLC-38699,Appletree Learning Center and Academy #4,Peach,118 Neil St.,Fort Valley,GA,"31030",118 Neil St.,Fort Valley,GA,"31030",dettif@yahoo.com,(478) 825-7122,"100",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,N/A,NA,FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.5560207,-83.89415559999999"
CCLC-23628,Appletree Prep,Oconee,2881 Monroe Highway  Suite 201,Bogart,GA,"30622",2881 Monroe Highway  Suite 101,Bogart,GA,"30622",kristin@appletreeprep.com,(770) 725-4117,"175",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",NE,OK,ROOFTOP,"33.917938,-83.528176"
CCLC-24379,Appletree Prep Covington,Newton,25 Kirkland Road,Covington,GA,"30016",25 Kirkland Road,Covington,GA,"30016",aischa@appletreeprep.com,(678) 342-7180,"201",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CE,OK,ROOFTOP,"33.585118,-83.91924399999999"
LSS-1630,Appling County Primary,Appling,1409 Hwy 15,Baxley,GA,31513-1111,678 Blackshear Highway,Baxley,GA,"31513",cindy.stewart@appling.k12.ga.us,(912) 367-8642,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"150","150",FALSE,FALSE,NA,SE,OK,RANGE_INTERPOLATED,"31.7985786,-82.3509182"
LSS-1217,Arbor Springs Elementary,Coweta,4840 North Hwy 29,Newnan,GA,30265-1407,4840 North Hwy 29,Newnan,GA,30265-1407,julie.durrance@cowetaschools.org,(770) 463-5903,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,RANGE_INTERPOLATED,"33.4866778,-84.67990309999999"
LSS-1218,Arnco-Sargent,Coweta,2449 Highway 16 W,Newnan,GA,30263-3710,2449 Highway 16 W,Newnan,GA,30263-3710,vicki.vaughan@cowetaschools.net,(770) 254-2830,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.4380603,-84.87331160000001"
CCLC-16039,Arrow Christian Academy at College Park,Clayton,1488 Norman Dr.,College Park,GA,"30349",1488 Norman Dr.,College Park,GA,"30349",tcalearninginc@bellsouth.net,(770) 997-0711,"108",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.6077251,-84.43818999999999"
CCLC-2008,Arthur M. Blank Family Youth YMCA,Fulton,555 Luckie Street  NW,Atlanta,GA,"30313",555 Luckie Street  NW,Atlanta,GA,"30313",staceyn@ymcaatlanta.org,(404) 724-9622,"512",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NAEYC,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",NW,OK,ROOFTOP,"33.7703472,-84.3954736"
LSS-1054,Asa G. Hilliard Elementary,Fulton,3353 Mt. Olive Rd.,East Point,GA,"30334",3353 Mount Olive Road,East Point,GA,"30344",lillym@fultonschools.org,(470) 254-8050,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"42","42",FALSE,FALSE,NA,NW,OK,ROOFTOP,"33.6645689,-84.47822839999999"
CCLC-879,Ashford Academy,DeKalb,4472 Chamblee Dunwoody Road,Dunwoody,GA,"30338",4472 Chamblee Dunwoody Road,Dunwoody,GA,"30338",natasha.ma@yahoo.com,(770) 451-4869,"125",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",CE,OK,ROOFTOP,"33.9212644,-84.3177465"
LSS-1270,Ashford Park,DeKalb,2968 Cravenridge Dr. NE,Atlanta,GA,30319-1111,2968 Cravenridge Dr. NE,Atlanta,GA,30319-1111,Renita_McMillan@dekalbschoolsga.org,(678) 676-6702,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.874336,-84.322011"
LSS-222,Atha Road Elementary,Walton,821 H. D. Atha Road,Monroe,GA,"30655",821 H. D. Atha Road,Monroe,GA,"30655",mlanders@walton.k12.ga.us,(770) 266-5995,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.7904213,-83.7867886"
LSS-97,Atkinson Elementary School,Spalding,307 Atkinson Dr.,Griffin,GA,"30223",307 Atkinson Dr.,Griffin,GA,"30223",tiffany.campbell@gscs.org,(770) 229-3715,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,RANGE_INTERPOLATED,"33.2703616,-84.26020869999999"
CCLC-38785,Atlanta School of Excellence,Fulton,180 Memorial Drive  SE,Atlanta,GA,"30303",180 Memorial Drive  SE,Atlanta,GA,"30303",smaddox@atlschool.com,(404) 581-9545,"82",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",NW,OK,RANGE_INTERPOLATED,"33.74690289999999,-84.38204809999999"
